Read file in one pass,File size is 64Kb
Block read entry,00116EBB
Block read exit,00119015
Block read entry,0011912A
Block read exit,0011B54E
Block read entry,0011B663
Block read exit,0011D7BD
Block read entry,0011DB4E
Block read exit,0011FCA8
Block read entry,0011FDBD
Block read exit,001221E4
Block read entry,001222F9
Block read exit,0012443E
Block read entry,00124553
Block read exit,00126B49
Block read entry,00126C5E
Block read exit,00129093
Block read entry,001291A8
Block read exit,0012B2ED
Block read entry,0012B402
Block read exit,0012D879
Block read entry,0012D98E
Block read exit,0012FE11
Block read entry,0012FF26
Block read exit,001320F4
Block read entry,00132209
Block read exit,00134673
Block read entry,00134788
Block read exit,00136C34
Block read entry,00136D49
Block read exit,00138FA0
Block read entry,001390B5
Block read exit,0013B5EE
Close entry,0013B6C2
Close exit,0013C28D
